logFC_(Intercept)	logFC_cell_classsorted	se_(Intercept)	se_cell_classsorted	p_(Intercept)	p_cell_classsorted	gene_id	gene
1	-10.763980273555	-0.0784757299951832	0.321507002012733	0.0303265340288619	9.49563250348516e-246	0.00966213270176999	1	EGFP
2	-11.1914116787373	0.0377788434353463	0.0489950231738407	0.0636764551033438	0	0.552984574471992	2	TSPAN6
3	-9.62849957215803	0.111126595702361	0.0253738041453667	0.0303889862633523	0	0.000255378543874526	3	DPM1
4	-10.6941258377316	-0.0345518684166101	0.0405318699491981	0.0487045616076175	0	0.478065430048711	4	SCYL3
5	-9.15295722062994	-0.0808246517759885	0.0278072789439026	0.026829260603906	0	0.002590575778207	5	FIRRM
6	-9.91313703259472	0.216064650285213	0.167295658641018	0.0278672926106856	0	8.95051346971035e-15	6	CFH
7	-9.65649459738716	-0.0940993395242134	0.0240342126637567	0.0294302037381828	0	0.00138685454231263	7	FUCA2
8	-10.4170128927448	0.155254428213841	0.0361000555724598	0.0442186609568894	0	0.000446321504019148	8	GCLC
9	-9.37573779982568	0.0380842683810164	0.0238061313752682	0.0288285090303715	0	0.186480454128047	9	NFYA
10	-10.5125079923399	-0.0110050871917316	0.0426154279180465	0.0492103233548154	0	0.823042330967646	10	STPG1
11	-9.28726242964243	-0.0722484117323056	0.056392268794784	0.02733171759045	0	0.00820802292146297	11	NIPAL3
12	-9.72093972914766	-0.105936821241137	0.028656478192718	0.031960632019271	0	0.000917732136532555	12	LAS1L
13	-11.6501824594744	0.295571441178848	0.132907090492851	0.0681696764522088	0	1.45217796045638e-05	13	ENPP4
14	-11.5993176160163	0.0548752321465678	0.11486267192066	0.0713812759735281	0	0.442034447656017	14	SEMA3F
15	-8.41425257129185	-0.0426701025489115	0.0280120276163796	0.0171196444000261	0	0.0126860081726172	16	ANKIB1
16	-9.03600062600702	0.114355249902074	0.0323752531329876	0.0252696975379468	0	6.02840803828533e-06	17	CYP51A1
17	-8.94717605596316	0.0854357953359336	0.0290173147780207	0.0218281666788512	0	9.07735873233026e-05	18	KRIT1
18	-10.2932783997187	0.0510288080285937	0.0337501305874426	0.0410194817327061	0	0.213494424026185	19	RAD52
19	-10.6151648485284	-0.267258446685693	0.0261057117962591	0.0457995071297163	0	5.36616536654441e-09	21	BAD
20	-9.73956844099273	0.0588546304168731	0.0363723037408482	0.033478187707568	0	0.0787476291281603	22	LAP3
21	-10.6493744206509	0.191384463967388	0.0858360976869585	0.0525790882560109	0	0.000272706865767165	24	HECW1
22	-8.68015452199559	0.0895451288333932	0.0363202192441066	0.0201230853590604	0	8.59219851587593e-06	25	MAD1L1
23	-8.0844868940891	-0.0446950878754796	0.0223219447195315	0.0155123516836779	0	0.00396091230494054	26	LASP1
24	-11.4014151785665	0.0441080129340234	0.0290439959253277	0.0589494123433936	0	0.4543184294785	27	SNX11
25	-9.87721064211381	-0.118292244745592	0.0302510410950759	0.0329323117955697	0	0.000328173533420385	28	M6PR
